"route","file path","image path","image file name","alt-text copy","alt-text source","scope","line","alt type","retrieved"
"/features/[slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-desktop.svg","niaid-nde-desktop.svg","NDE Desktop Logo","hardcoded in JSX","global (nav bar + footer)","12","literal",""
"/knowledge-center","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-desktop.svg","niaid-nde-desktop.svg","NDE Desktop Logo","hardcoded in JSX","global (nav bar + footer)","12","literal",""
"/knowledge-center/[...slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-desktop.svg","niaid-nde-desktop.svg","NDE Desktop Logo","hardcoded in JSX","global (nav bar + footer)","12","literal",""
"/","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/404","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/about","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/advanced-search","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/changelog","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/disclaimer","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/faq","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/login","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/updates","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/ontology-browser","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/program-collections","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/repository-matcher","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/resources","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/saved","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/search","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/settings","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/sources","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/diseases","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/diseases/[slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/features","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/features/[slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/knowledge-center","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/knowledge-center/[...slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-preferred.svg","niaid-nde-mobile-preferred.svg","NDE Mobile Logo","hardcoded in JSX","global (nav bar + footer)","21","literal",""
"/","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/404","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/about","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/advanced-search","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/changelog","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/disclaimer","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/faq","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/login","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/updates","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/ontology-browser","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/program-collections","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/repository-matcher","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/resources","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/saved","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/search","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/settings","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/sources","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/diseases","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/diseases/[slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/features","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/features/[slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/knowledge-center","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/knowledge-center/[...slug]","src/components/logos/nde-logo.tsx","/assets/logos/niaid-nde-mobile-vertical.svg","niaid-nde-mobile-vertical.svg","NDE Mobile Vertical Logo","hardcoded in JSX","global (nav bar + footer)","30","literal",""
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/getting_started_doc_page_e333b101df.png","getting_started_doc_page_e333b101df.png","Screenshot of COVID-19 results","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/getting_started_doc_page_e333b101df.png","getting_started_doc_page_e333b101df.png","Screenshot of COVID-19 results","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/Match_ANY_vs_ALL_0a221a6af9.png","Match_ANY_vs_ALL_0a221a6af9.png","Venn diagram showing difference between Match Any and Match All","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/Match_ANY_vs_ALL_0a221a6af9.png","Match_ANY_vs_ALL_0a221a6af9.png","Venn diagram showing difference between Match Any and Match All","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/Ontology_Browser_counts_d8463d8f52.png","Ontology_Browser_counts_d8463d8f52.png","Screenshot of Ontology Browser showing resource counts","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/Ontology_Browser_counts_d8463d8f52.png","Ontology_Browser_counts_d8463d8f52.png","Screenshot of Ontology Browser showing resource counts","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/Ontology_Browser_counts_2_6414c472bc.png","Ontology_Browser_counts_2_6414c472bc.png","Screenshot of Ontology Browser showing resource counts","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/Ontology_Browser_counts_2_6414c472bc.png","Ontology_Browser_counts_2_6414c472bc.png","Screenshot of Ontology Browser showing resource counts","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","https://strapi.nde.biothings.io/uploads/Search_page_filters_vs_Ontology_browser_65f5a28d64.png","Search_page_filters_vs_Ontology_browser_65f5a28d64.png","Strengths and limitations of Ontology Browser vs Filters","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","https://strapi.nde.biothings.io/uploads/Search_page_filters_vs_Ontology_browser_65f5a28d64.png","Search_page_filters_vs_Ontology_browser_65f5a28d64.png","Strengths and limitations of Ontology Browser vs Filters","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/ai_assisted_search_doc_1_25b5c60360.png","ai_assisted_search_doc_1_25b5c60360.png","Screenshot of search results page with AI assisted search turned on","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/ai_assisted_search_doc_1_25b5c60360.png","ai_assisted_search_doc_1_25b5c60360.png","Screenshot of search results page with AI assisted search turned on","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/aiassistedsearchdoc2_resize_96151d45cd.png","aiassistedsearchdoc2_resize_96151d45cd.png","Image of AI assisted search toggle on home page","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/aiassistedsearchdoc2_resize_96151d45cd.png","aiassistedsearchdoc2_resize_96151d45cd.png","Image of AI assisted search toggle on home page","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/ai_assisted_search_doc_3_d6408b17e1.png","ai_assisted_search_doc_3_d6408b17e1.png","Image of AI assisted search toggle on search page","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/ai_assisted_search_doc_3_d6408b17e1.png","ai_assisted_search_doc_3_d6408b17e1.png","Image of AI assisted search toggle on search page","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","https://strapi.nde.biothings.io/uploads/metadata_compatibility_doc_597dcffa83.png","metadata_compatibility_doc_597dcffa83.png","Metadata compatibility score visualization","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","https://strapi.nde.biothings.io/uploads/metadata_compatibility_doc_597dcffa83.png","metadata_compatibility_doc_597dcffa83.png","Metadata compatibility score visualization","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","/uploads/Fundamental_metadata_elements_93cc82d03a.png","Fundamental_metadata_elements_93cc82d03a.png","Fundamental metadata elements.png","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","/uploads/Fundamental_metadata_elements_93cc82d03a.png","Fundamental_metadata_elements_93cc82d03a.png","Fundamental metadata elements.png","Strapi CMS - docs markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/knowledge-center","src/components/mdx/components/index.tsx","","","(+25 more values not listed - 35 total at this site)","summary row","route-specific","376","dynamic-cms (summary)","2026-08-25"
"/knowledge-center/[...slug]","src/components/mdx/components/index.tsx","","","(+25 more values not listed - 35 total at this site)","summary row","route-specific","376","dynamic-cms (summary)","2026-08-25"
"/features/[slug]","src/components/mdx/components/index.tsx","/uploads/malaria_feature_pathogen_species_442f705492.png","malaria_feature_pathogen_species_442f705492.png","Image of pathogen species visualization in the Malaria Disease page","Strapi CMS - features markdown image alt (author-supplied); edit in the CMS, not in code","route-specific","376","dynamic-cms (resolved, live)","2026-08-25"
"/","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/404","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/about","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/advanced-search","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/changelog","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/disclaimer","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/faq","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/login","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/updates","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/ontology-browser","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/program-collections","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/repository-matcher","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/resources","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/saved","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/search","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/settings","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/sources","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/diseases","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/diseases/[slug]","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/features","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
"/features/[slug]","src/components/mdx/components/index.tsx","","","(NO IMAGES - no markdown images are authored in the banner notices; 1 notice(s), 1 active)","Strapi CMS - /api/notices, the only other content routed through this handler; it currently contains no markdown images","global (any Strapi markdown, incl. page-container banner)","376","dynamic-cms (resolved, live)","2026-08-25"
